system:index,BUSINESS_E,EFFECTIVE_,FIRE_DISTU,FIRE_FINAL,FIRE_GENER,FIRE_OUT_D,FIRE_RESPO,FIRE_START,FIRE_TYPE_,Fire_ID,Fire_Year,GENERAL_CO,LOCATION_A,OBJECTID,OGF_ID,SHAPEAREA,SHAPELEN,SYSTEM_DAT,nbr1,old_f_id,.geo
000000000000000000b0,1049184000000,1059634800000,SLK106,80,LTG,900054000000,MON,899794800000,IFR,SLK106_1998_207,1998,Origin:NR,AP Approximate (to 500m),260,46001870,0,0,1114671600000,0.10705318521671484,207,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,1049184000000,1059634800000,SLK63,125,LTG,899794800000,MON,899535600000,IFR,SLK63_1998_337,1998,Origin:NR,AP Approximate (to 500m),407,46001887,0,0,1114671600000,0.043875586733675254,337,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010b,1049184000000,1059634800000,SLK122,150,LTG,900572400000,MON,899881200000,IFR,SLK122_1998_362,1998,Origin:NR,AP Approximate (to 500m),433,46001876,0,0,1114671600000,0.38359263837922886,362,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000116,1049184000000,1059634800000,RED71,140,LTG,904460400000,MON,902732400000,IFR,RED71_1998_380,1998,Origin:NR,AP Approximate (to 500m),451,46001864,0,0,1114671600000,0.4462099632803539,380,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c3,1049184000000,1059634800000,SLK144,50,LTG,903942000000,MON,900140400000,IFR,SLK144_1998_687,1998,Origin:NR,AP Approximate (to 500m),795,46001883,0,0,1114671600000,0.5748464673437352,687,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d2,1049184000000,1059634800000,NIP34,2426,LTG,907570800000,MON,895561200000,IFR,NIP34_1998_714,1998,Origin:NR,AP Approximate (to 500m),824,46001851,0,0,1114671600000,0.5245586112013272,714,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dc,1049184000000,1059634800000,RED39,80,LTG,904460400000,MON,899967600000,IFR,RED39_1998_730,1998,Origin:NR,AP Approximate (to 500m),841,46001862,0,0,1114671600000,0.3525000513828154,730,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021a,1049184000000,1059634800000,RED58,375,LTG,904460400000,MON,900658800000,IFR,RED58_1998_830,1998,Origin:NR,AP Approximate (to 500m),956,46001863,0,0,1114671600000,0.408185919271635,830,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000222,1049184000000,1059634800000,SLK105,1500,LTG,900140400000,MON,899794800000,IFR,SLK105_1998_840,1998,Origin:NR,AP Approximate (to 500m),967,46001869,0,0,1114671600000,0.4233850464983847,840,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000242,1049184000000,1059634800000,NIP110,212,LTG,902905200000,MON,899190000000,IFR,NIP110_1998_914,1998,Origin:NR,AP Approximate (to 500m),1046,46001828,0,0,1114671600000,0.4237798213452189,914,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000272,1049184000000,1059634800000,NIP252,110,LTG,908434800000,MON,901177200000,IFR,NIP252_1998_994,1998,Origin:NR,AP Approximate (to 500m),1133,46001850,0,0,1114671600000,0.3698787214722023,994,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000287,1049184000000,1059634800000,NIP38,1000,LTG,908434800000,MON,895474800000,IFR,NIP38_1998_1026,1998,Origin:NR,AP Approximate (to 500m),1168,46001853,0,0,1114671600000,0.5033687133059078,1026,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029c,1049184000000,1059634800000,NIP37,700,LTG,902732400000,MON,895474800000,IFR,NIP37_1998_1064,1998,Origin:NR,AP Approximate (to 500m),1211,46001852,0,0,1114671600000,0.49470754142060563,1064,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c7,1049184000000,1059634800000,SLK82,500,LTG,903942000000,MON,899708400000,IFR,SLK82_1998_1135,1998,Origin:NR,AP Approximate (to 500m),1287,46001897,0,0,1114671600000,0.43415527318503677,1135,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108,1049184000000,1059634800000,NIP18,2000,LTG,929170800000,MON,925887600000,IFR,NIP18_1999_357,1999,Origin:GPS,AC Accurate (to 10m),428,46001931,0,0,1114671600000,0.3602536806586793,357,"{""type"":""MultiPoint"",""coordinates"":[]}"
