system:index,BUSINESS_E,EFFECTIVE_,FIRE_DISTU,FIRE_FINAL,FIRE_GENER,FIRE_OUT_D,FIRE_RESPO,FIRE_START,FIRE_TYPE_,Fire_ID,Fire_Year,GENERAL_CO,LOCATION_A,OBJECTID,OGF_ID,SHAPEAREA,SHAPELEN,SYSTEM_DAT,nbr1,old_f_id,.geo
0000000000000000020c,1049184000000,1059634800000,THU103,615,LTG,584262000000,NR,582102000000,IFR,THU103_1988_802,1988,Origin:NR,AP Approximate (to 500m),926,46001233,0,0,1114671600000,0.37017040236713905,802,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000227,1049184000000,1059634800000,RED235,522,LTG,584780400000,NR,582793200000,IFR,RED235_1988_849,1988,Origin:NR,AP Approximate (to 500m),976,46001188,0,0,1114671600000,0.24997090739887898,849,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022c,1049184000000,1059634800000,RED208,9150,LTG,584866800000,NR,582793200000,IFR,RED208_1988_862,1988,Origin:NR,AP Approximate (to 500m),989,46001179,0,0,1114671600000,0.294739383277756,862,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000231,1049184000000,1059634800000,ESP17,209,LTG,586249200000,NR,582793200000,IFR,ESP17_1988_869,1988,Origin:NR,AP Approximate (to 500m),996,46001158,0,0,1114671600000,0.47526992435545845,869,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000232,1049184000000,1059634800000,GER21,1030,LTG,586162800000,NR,583830000000,IFR,GER21_1988_873,1988,Origin:NR,AP Approximate (to 500m),1000,46001160,0,0,1114671600000,0.28866641525735115,873,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000245,1049184000000,1059634800000,RED33,590,LTG,585298800000,NR,580892400000,IFR,RED33_1988_921,1988,Origin:NR,AP Approximate (to 500m),1054,46001199,0,0,1114671600000,0.23159375322914977,921,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024c,1049184000000,1059634800000,NOR70,659,LTG,584953200000,NR,582793200000,IFR,NOR70_1988_932,1988,Origin:NR,AP Approximate (to 500m),1065,46001176,0,0,1114671600000,0.4434057649969292,932,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024d,1049184000000,1059634800000,SIO179,588,LTG,589618800000,NR,587631600000,IFR,SIO179_1988_934,1988,Origin:NR,AP Approximate (to 500m),1067,46001222,0,0,1114671600000,0.3489490912711324,934,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000250,1049184000000,1059634800000,RED232,337,LTG,585039600000,NR,582793200000,IFR,RED232_1988_941,1988,Origin:NR,AP Approximate (to 500m),1075,46001186,0,0,1114671600000,0.1665472227770725,941,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025b,1049184000000,1059634800000,SIO106,250,LTG,586422000000,NR,583657200000,IFR,SIO106_1988_958,1988,Origin:NR,AP Approximate (to 500m),1093,46001215,0,0,1114671600000,0.43064296390153783,958,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000269,1049184000000,1059634800000,NIP23,1002,LTG,584348400000,NR,582015600000,IFR,NIP23_1988_981,1988,Origin:NR,AP Approximate (to 500m),1118,46001175,0,0,1114671600000,0.3975733606262621,981,"{""type"":""MultiPoint"",""coordinates"":[]}"
