id,fire_name,rbr_cv,rbr_extreme,rbr_median,prov
47,THU36_1996_1313,1.096612948213619,508.0900437965614,67.79881636847075,ON
48,THU74_1996_1129,0.8676229373592043,529.9666569788236,129.97936441478754,ON
49,COC16_1997_1038,1.632663891466852,451.9104116647303,11.771993063628944,ON
50,NIP230_1998_821,0.7353269083203173,486.0102343365649,298.0072781380926,ON
51,NIP56_1998_832,0.9309519235358296,385.5461242675781,77.63710604795078,ON
52,SAU4_1998_335,0.6444886949305587,324.33491124657434,170.2735105815687,ON
53,THU71_1998_684,1.105761484236099,460.0177626762826,83.81273839322375,ON
54,PEM4_1999_1091,0.4601516019857895,322.0517533947961,221.97767250719147,ON
55,PEM8_1999_1450,0.4365308545049144,337.8960972067509,205.97619436209723,ON
56,RED58_1999_677,1.367603324372245,571.9563876808841,59.990048475129946,ON
57,NIP44_2000_29,0.8417357085581231,318.0543768707962,93.96628717006956,ON
58,RED62_2002_93,1.2354404878432923,444.0396270202696,51.9229633177542,ON
59,NIP20_2005_1521,1.615666644216072,396.03475238595615,35.934893050847805,ON
60,THU142_2006_1634,0.6267275062295148,537.9976291140346,282.0739881621392,ON
61,THU144_2006_1638,0.6767410070129197,565.9964462753105,238.00708625461064,ON
62,SLK11_2007_1658,0.9586063130534328,339.9430335876085,91.91206189000468,ON
63,THU37_2007_1662,0.5476910955422125,430.0065357166028,281.9601057448556,ON
64,RED25_2010_1756,1.16081224940964,224.3940200805664,46.958350988387416,ON
65,CHA8_2012_1924,0.6995807485480066,193.9650539392334,89.98569101877199,ON
66,SLK1_2012_1847,0.7754358134755915,274.0290348855332,97.93029265132373,ON
67,QC_319_1986,0.4215328724631119,566.0229361397879,418.131109328497,QC
68,QC_33_1986,1.1563760489683268,443.97721283896175,75.92189850077183,QC
69,QC_50_1986,0.962493618233836,437.9577249380258,89.66951677976279,QC
70,QC_59_1986,0.9738745596120228,427.9287884813549,188.15280091312184,QC
71,QC_63_1987,1.4048797494759155,507.9971702351501,27.67970702149766,QC
72,QC_103_1988,1.2553298044895935,507.79630143675087,91.68768705845044,QC
73,QC_107_1988,-0.9554256007453918,22.18200397491455,-94.1254818725586,QC
74,QC_122_1988,1.411810784451691,396.2842005059343,44.02125731564627,QC
75,QC_101_1990,1.1207096527181244,421.8791691814631,69.96315281401127,QC
76,QC_65_1990,0.9728808869928546,566.0351793972951,89.9647728154863,QC
77,QC_444_1991,0.7179492049095233,309.982471260942,129.7184700140265,QC
78,QC_64_1991,0.49530609417286797,397.9132926647446,286.0213097148361,QC
79,QC_81_1991,0.9146212639958043,515.9302923413973,139.93502947774545,QC
80,QC_96_1991,0.6429331917322696,491.8743953900846,324.0240917847888,QC
81,QC_1017_1995,0.8213868347912666,505.85513883449056,249.7407506802169,QC
82,QC_1191_1995,0.7236851767595794,619.985407007692,412.09263590080656,QC
83,QC_1218_1995,0.3975309764657839,637.9979196081786,525.9535322378683,QC
84,QC_1234_1995,0.8128712187599683,531.9979456309666,228.1382382022553,QC
85,QC_1248_1995,0.847629294434968,587.9864653024563,259.9520417527516,QC
86,QC_1425_1995,4.75227483989927,28.642184257507324,2.949449026847751,QC
87,QC_1432_1995,0.8063859738933812,372.8185729980469,128.98697662353516,QC
88,QC_1442_1995,0.7804224020106576,478.39440226886825,222.2655793421017,QC
89,QC_1445_1995,1.1509523043551448,293.9515777007218,73.85117309241282,QC
90,QC_480_1996,0.3450927971173968,415.132115944451,316.7709706624349,QC
91,QC_508_1996,0.4985703061783931,569.9409806576954,373.9952934810976,QC
92,QC_533_1996,0.3978229566630714,566.1427066384884,409.9057573801742,QC
93,QC_728_1996,0.7293175910271879,350.4727596706814,142.01421627461443,QC
94,QC_739_1996,0.3924448869841534,328.8938903808594,190.58963521321616,QC
95,QC_745_1996,0.6430018782239162,158.90077550372916,91.3697473491501,QC
96,QC_750_1996,1.126859194622868,411.7424502004751,156.10954339163644,QC
97,QC_757_1996,0.9004812117981195,582.0115534051371,226.4858638218471,QC
98,QC_783_1996,0.5353254042054746,529.3578129521122,410.4714785753848,QC
99,QC_788_1996,0.7056056607367158,586.0876435019456,285.33042907714844,QC
100,QC_377_1997,2.5836339802465056,363.8632343433521,-4.077401201966771,QC
101,QC_1824_2010,0.6489914221599976,554.71417236328125,283.1911926269531,QC
102,QC_547_2010,1.076523504711552,406.5960313485756,85.88510640462239,QC
103,QC_642_2012,0.6582289471202083,465.9604137187101,306.2405509840633,QC
104,QC_319_1986,0.1488174011586642,567.2333854906486,519.5211486816406,QC
105,QC_33_1986,1.1520357244973871,443.9789526616158,75.92458176904856,QC
106,QC_50_1986,1.1510909523857835,429.9507828677993,58.02544945827416,QC
107,QC_59_1986,1.25566624940757,420.0041378341832,59.85544751947197,QC
108,QC_63_1987,1.298956945046649,515.9093030463324,43.82947944499942,QC
109,QC_103_1988,1.197584191342218,418.2030766446558,82.13715856471423,QC
110,QC_107_1988,-1.0356817584680946,43.8651008605957,-58.3030891418457,QC
111,QC_122_1988,1.455836466698116,363.7720542922471,44.01989266783277,QC
112,QC_101_1990,0.8511237538567912,425.8945018113432,109.98069404193754,QC
113,QC_65_1990,1.164471273876832,548.00388250851,75.9129037112638,QC
114,QC_444_1991,0.8229963959662362,177.8340861002604,82.44194742037556,QC
115,QC_64_1991,0.6808100262861762,410.0437470987143,253.99933695734268,QC
116,QC_81_1991,0.8271142369583798,523.9234234541891,268.04262506691174,QC
117,QC_96_1991,0.6571231647567164,499.9371859105983,331.8715731943782,QC
118,QC_1017_1995,1.2213504203909806,462.0215366281194,49.98041691099333,QC
119,QC_1191_1995,0.8797998199850585,611.9883978558289,187.9292614527884,QC
120,QC_1218_1995,1.0985725112458784,500.00386419549545,83.88369164219789,QC
121,QC_1234_1995,0.8836147366614103,523.9742136011627,180.0458473002745,QC
122,QC_1248_1995,0.8426351811966463,587.9864134722935,268.0176086675509,QC
123,QC_1425_1995,1.1999181892048032,422.7313293457031,46.22537883122762,QC
124,QC_1432_1995,0.765189569937971,557.927995954241,206.35182776817908,QC
125,QC_1442_1995,0.6048911059898137,433.8826770447848,334.21530292217545,QC
126,QC_1445_1995,1.1104055335902374,342.0103170393264,89.650859421042,QC
127,QC_480_1996,0.978763437720212,449.9530594406745,113.94369794338184,QC
128,QC_508_1996,0.4475734214701767,573.9802501376089,394.0948742272032,QC
129,QC_728_1996,0.4942144975589205,496.79713439941406,289.678978396358,QC
130,QC_739_1996,0.3745581257332857,328.8938903808594,204.18264770507807,QC
131,QC_745_1996,0.4582887470673631,187.65713405009336,103.58917744954428,QC
132,QC_750_1996,0.7329786772620193,307.08642578125,167.6847686767578,QC
133,QC_757_1996,1.20093332818822,566.1390279134115,77.81499610792179,QC
134,QC_783_1996,0.9234579577899538,514.2926824510712,226.07146388462613,QC
135,QC_788_1996,0.9165195109942712,582.0601536013045,129.99340184830874,QC
136,QC_533_1996,0.7890102951871635,474.0146984735836,153.96481311348555,QC
137,QC_377_1997,2.0867711841324925,380.0259182179302,11.86223862777156,QC
138,QC_1824_2010,1.2642050212648075,387.33197021484375,65.47682902174466,QC
139,QC_547_2010,0.7553960532285167,505.96564239501953,233.8884036724384,QC
140,QC_642_2012,0.6675934226401281,453.702875773112,274.2618724681713,QC
